DEB [20251118-15:05:30.413] thr=1   paramiko.transport: starting thread (server mode): 0x34542ba0
DEB [20251201-00:38:24.148] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251201-00:38:24.149] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251201-00:38:24.150] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251201-00:38:24.150] thr=1   paramiko.transport: Auth rejected (none).
DEB [20251201-00:38:27.692] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:38:27.692] thr=1   paramiko.transport: Auth rejected (password).
DEB [20251201-00:38:29.517] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:38:29.517] thr=1   paramiko.transport: Auth rejected (password).
DEB [20251201-00:38:30.576] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:38:30.576] thr=1   paramiko.transport: Auth rejected (password).
ERR [20251201-00:38:30.577] thr=1   paramiko.transport: Socket exception: An existing connection was forcibly closed by the remote host (10054)
DEB [20251201-00:48:05.426] thr=1   paramiko.transport: starting thread (server mode): 0x179feb60
DEB [20251201-00:48:05.427] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251201-00:48:05.428] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251201-00:48:05.428] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251201-00:48:05.430] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20251201-00:48:05.430] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251201-00:48:05.430] thr=1   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251201-00:48:05.431] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:48:05.431] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:48:05.431] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:48:05.431] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:48:05.431] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251201-00:48:05.431] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251201-00:48:05.431] thr=1   paramiko.transport: client lang: <none>
DEB [20251201-00:48:05.431] thr=1   paramiko.transport: server lang: <none>
DEB [20251201-00:48:05.432] thr=1   paramiko.transport: kex follows: False
DEB [20251201-00:48:05.432] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251201-00:48:05.432] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251201-00:48:05.432] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251201-00:48:05.432] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251201-00:48:05.432] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251201-00:48:05.432] thr=1   paramiko.transport: Compression: none
DEB [20251201-00:48:05.432] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20251201-00:48:05.438] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251201-00:48:05.442] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251201-00:48:05.442] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251201-00:48:05.443] thr=1   paramiko.transport: Auth rejected (none).
DEB [20251201-00:48:09.659] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:48:09.660] thr=1   paramiko.transport: Auth granted (password).
DEB [20251201-00:48:09.663] thr=1   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20251201-00:48:09.663] thr=1   paramiko.transport: [chan 0] Max packet out: 16384 bytes
DEB [20251201-00:48:09.663] thr=1   paramiko.transport: Secsh channel 0 (session) opened.
INF [20251201-00:48:41.742] thr=1   paramiko.transport: Disconnect (code 11): disconnected by user
DEB [20251201-00:48:57.630] thr=2   paramiko.transport: starting thread (server mode): 0x16192620
DEB [20251201-00:48:57.631] thr=2   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251201-00:48:57.632] thr=2   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251201-00:48:57.632] thr=2   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251201-00:48:57.633] thr=2   paramiko.transport: === Key exchange possibilities ===
DEB [20251201-00:48:57.633] thr=2   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251201-00:48:57.633] thr=2   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251201-00:48:57.633] thr=2   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: client lang: <none>
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: server lang: <none>
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: kex follows: False
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: === Key exchange agreements ===
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: Cipher: aes128-ctr
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: Compression: none
DEB [20251201-00:48:57.634] thr=2   paramiko.transport: === End of kex handshake ===
DEB [20251201-00:48:57.636] thr=2   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251201-00:48:57.638] thr=2   paramiko.transport: Switch to new keys ...
DEB [20251201-00:48:57.638] thr=2   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251201-00:48:57.638] thr=2   paramiko.transport: Auth rejected (none).
DEB [20251201-00:49:01.658] thr=2   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:49:01.658] thr=2   paramiko.transport: Auth granted (password).
DEB [20251201-00:49:01.660] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20251201-00:49:01.660] thr=2   paramiko.transport: [chan 0] Max packet out: 16384 bytes
DEB [20251201-00:49:01.660] thr=2   paramiko.transport: Secsh channel 0 (session) opened.
INF [20251201-00:49:12.401] thr=2   paramiko.transport: Disconnect (code 11): disconnected by user
DEB [20251201-00:49:49.018] thr=1   paramiko.transport: starting thread (server mode): 0xddfbeb30
DEB [20251201-00:49:49.019] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251201-00:49:49.019] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251201-00:49:49.019] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251201-00:49:49.020] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20251201-00:49:49.020] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251201-00:49:49.020] thr=1   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251201-00:49:49.020] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: client lang: <none>
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: server lang: <none>
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: kex follows: False
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: Compression: none
DEB [20251201-00:49:49.021] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20251201-00:49:49.023] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251201-00:49:49.025] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251201-00:49:49.026] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251201-00:49:49.026] thr=1   paramiko.transport: Auth rejected (none).
DEB [20251201-00:49:51.156] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:49:51.157] thr=1   paramiko.transport: Auth granted (password).
DEB [20251201-00:49:51.159] thr=1   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20251201-00:49:51.159] thr=1   paramiko.transport: [chan 0] Max packet out: 16384 bytes
DEB [20251201-00:49:51.159] thr=1   paramiko.transport: Secsh channel 0 (session) opened.
DEB [20251201-00:54:46.643] thr=1   paramiko.transport: starting thread (server mode): 0x444feb30
DEB [20251201-00:54:46.643] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_4.0.0
DEB [20251201-00:54:46.644] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_8.1
INF [20251201-00:54:46.644] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_8.1)
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, diffie-hellman-group14-sha1, ext-info-c
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: server key: rsa-sha2-512-cert-v01@openssh.com, rsa-sha2-256-cert-v01@openssh.com, ssh-rsa-cert-v01@openssh.com, rsa-sha2-512, rsa-sha2-256, ssh-rsa, ecdsa-sha2-nistp256-cert-v01@openssh.com, ecdsa-sha2-nistp384-cert-v01@openssh.com, ecdsa-sha2-nistp521-cert-v01@openssh.com, ssh-ed25519-cert-v01@openssh.com, ecdsa-sha2-nistp256, ecdsa-sha2-nistp384, ecdsa-sha2-nistp521, ssh-ed25519
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, hmac-sha1-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512, hmac-sha1
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: client compress: none, zlib@openssh.com, zlib
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: server compress: none, zlib@openssh.com, zlib
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: client lang: <none>
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: server lang: <none>
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: kex follows: False
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20251201-00:54:46.645] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20251201-00:54:46.646] thr=1   paramiko.transport: HostKey: rsa-sha2-512
DEB [20251201-00:54:46.646] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20251201-00:54:46.646] thr=1   paramiko.transport: MAC: hmac-sha2-256-etm@openssh.com
DEB [20251201-00:54:46.646] thr=1   paramiko.transport: Compression: none
DEB [20251201-00:54:46.646] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20251201-00:54:46.648] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20251201-00:54:46.650] thr=1   paramiko.transport: Switch to new keys ...
DEB [20251201-00:54:46.650] thr=1   paramiko.transport: Auth request (type=none) service=ssh-connection, username=root
INF [20251201-00:54:46.650] thr=1   paramiko.transport: Auth rejected (none).
DEB [20251201-00:54:49.413] thr=1   paramiko.transport: Auth request (type=password) service=ssh-connection, username=root
INF [20251201-00:54:49.414] thr=1   paramiko.transport: Auth granted (password).
DEB [20251201-00:54:49.416] thr=1   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20251201-00:54:49.416] thr=1   paramiko.transport: [chan 0] Max packet out: 16384 bytes
DEB [20251201-00:54:49.416] thr=1   paramiko.transport: Secsh channel 0 (session) opened.
